region;kön;år;Totalsumma, mnkr;Antal personer
1884 Nora;män;1991;600.6;4104
1884 Nora;män;1992;622.7;4140
1884 Nora;män;1993;646.1;4174
1884 Nora;män;1994;663.5;4213
1884 Nora;män;1995;687.3;4171
1884 Nora;män;1996;713.5;4162
1884 Nora;män;1997;732.2;4120
1884 Nora;män;1998;749.7;4101
1884 Nora;män;1999;771.4;4074
1884 Nora;män;2000;803.2;4091
1884 Nora;män;2001;845.1;4099
1884 Nora;män;2002;874.9;4128
1884 Nora;män;2003;905.0;4155
1884 Nora;män;2004;928.6;4151
1884 Nora;män;2005;956.6;4113
1884 Nora;män;2006;975.8;4137
1884 Nora;män;2007;1023.2;4136
1884 Nora;män;2008;1063.3;4159
1884 Nora;män;2009;1055.1;4143
1884 Nora;män;2010;1080.6;4184
1884 Nora;män;2011;1112.8;4217
1884 Nora;män;2012;1146.5;4197
1884 Nora;män;2013;1178.4;4239
1884 Nora;män;2014;1185.5;4244
1884 Nora;män;2015;1220.0;4302
1884 Nora;män;2016;1254.9;4391
1884 Nora;män;2017;1298.0;4395
1884 Nora;män;2018;1346.9;4377
1884 Nora;män;2019;1376.5;4362
1884 Nora;kvinnor;1991;420.5;4258
1884 Nora;kvinnor;1992;437.1;4255
1884 Nora;kvinnor;1993;462.3;4327
1884 Nora;kvinnor;1994;477.9;4340
1884 Nora;kvinnor;1995;490.5;4323
1884 Nora;kvinnor;1996;509.5;4276
1884 Nora;kvinnor;1997;518.1;4243
1884 Nora;kvinnor;1998;540.2;4250
1884 Nora;kvinnor;1999;562.9;4249
1884 Nora;kvinnor;2000;589.0;4252
1884 Nora;kvinnor;2001;610.6;4268
1884 Nora;kvinnor;2002;642.4;4296
1884 Nora;kvinnor;2003;684.5;4313
1884 Nora;kvinnor;2004;700.2;4324
1884 Nora;kvinnor;2005;722.0;4333
1884 Nora;kvinnor;2006;744.4;4373
1884 Nora;kvinnor;2007;780.3;4394
1884 Nora;kvinnor;2008;810.1;4362
1884 Nora;kvinnor;2009;827.5;4379
1884 Nora;kvinnor;2010;850.8;4445
1884 Nora;kvinnor;2011;870.4;4417
1884 Nora;kvinnor;2012;896.2;4384
1884 Nora;kvinnor;2013;920.9;4382
1884 Nora;kvinnor;2014;934.0;4355
1884 Nora;kvinnor;2015;977.5;4390
1884 Nora;kvinnor;2016;1021.3;4417
1884 Nora;kvinnor;2017;1059.6;4424
1884 Nora;kvinnor;2018;1076.4;4405
1884 Nora;kvinnor;2019;1100.2;4385
1885 Lindesberg;män;1991;1430.4;9892
1885 Lindesberg;män;1992;1453.2;9877
1885 Lindesberg;män;1993;1482.5;9869
1885 Lindesberg;män;1994;1514.5;9867
1885 Lindesberg;män;1995;1568.2;9801
1885 Lindesberg;män;1996;1641.4;9701
1885 Lindesberg;män;1997;1669.1;9610
1885 Lindesberg;män;1998;1726.7;9526
1885 Lindesberg;män;1999;1756.9;9419
1885 Lindesberg;män;2000;1802.0;9403
1885 Lindesberg;män;2001;1862.6;9401
1885 Lindesberg;män;2002;1940.3;9476
1885 Lindesberg;män;2003;2006.5;9500
1885 Lindesberg;män;2004;2051.3;9483
1885 Lindesberg;män;2005;2125.2;9511
1885 Lindesberg;män;2006;2166.1;9512
1885 Lindesberg;män;2007;2288.2;9582
1885 Lindesberg;män;2008;2352.9;9625
1885 Lindesberg;män;2009;2326.8;9657
1885 Lindesberg;män;2010;2353.6;9648
1885 Lindesberg;män;2011;2479.0;9721
1885 Lindesberg;män;2012;2555.3;9634
1885 Lindesberg;män;2013;2576.2;9698
1885 Lindesberg;män;2014;2643.4;9755
1885 Lindesberg;män;2015;2704.8;9855
1885 Lindesberg;män;2016;2806.5;9960
1885 Lindesberg;män;2017;2897.0;9843
1885 Lindesberg;män;2018;2984.8;9812
1885 Lindesberg;män;2019;3038.5;9829
1885 Lindesberg;kvinnor;1991;953.3;10050
1885 Lindesberg;kvinnor;1992;995.0;10029
1885 Lindesberg;kvinnor;1993;1032.7;10004
1885 Lindesberg;kvinnor;1994;1065.6;9987
1885 Lindesberg;kvinnor;1995;1101.5;9952
1885 Lindesberg;kvinnor;1996;1131.3;9826
1885 Lindesberg;kvinnor;1997;1157.4;9722
1885 Lindesberg;kvinnor;1998;1204.8;9670
1885 Lindesberg;kvinnor;1999;1253.9;9542
1885 Lindesberg;kvinnor;2000;1294.6;9467
1885 Lindesberg;kvinnor;2001;1350.7;9457
1885 Lindesberg;kvinnor;2002;1411.3;9485
1885 Lindesberg;kvinnor;2003;1491.1;9466
1885 Lindesberg;kvinnor;2004;1521.8;9475
1885 Lindesberg;kvinnor;2005;1546.7;9472
1885 Lindesberg;kvinnor;2006;1584.0;9462
1885 Lindesberg;kvinnor;2007;1648.0;9474
1885 Lindesberg;kvinnor;2008;1718.6;9511
1885 Lindesberg;kvinnor;2009;1745.1;9522
1885 Lindesberg;kvinnor;2010;1764.5;9583
1885 Lindesberg;kvinnor;2011;1822.8;9540
1885 Lindesberg;kvinnor;2012;1877.9;9492
1885 Lindesberg;kvinnor;2013;1937.5;9513
1885 Lindesberg;kvinnor;2014;1981.3;9518
1885 Lindesberg;kvinnor;2015;2058.4;9566
1885 Lindesberg;kvinnor;2016;2142.9;9591
1885 Lindesberg;kvinnor;2017;2195.9;9541
1885 Lindesberg;kvinnor;2018;2245.0;9487
1885 Lindesberg;kvinnor;2019;2291.0;9496
1904 Skinnskatteberg;män;1991;294.7;2152
1904 Skinnskatteberg;män;1992;299.5;2141
1904 Skinnskatteberg;män;1993;305.0;2164
1904 Skinnskatteberg;män;1994;309.8;2114
1904 Skinnskatteberg;män;1995;324.1;2083
1904 Skinnskatteberg;män;1996;330.5;2052
1904 Skinnskatteberg;män;1997;334.7;2010
1904 Skinnskatteberg;män;1998;347.4;1984
1904 Skinnskatteberg;män;1999;355.0;1977
1904 Skinnskatteberg;män;2000;365.9;1977
1904 Skinnskatteberg;män;2001;384.3;1992
1904 Skinnskatteberg;män;2002;397.2;1976
1904 Skinnskatteberg;män;2003;405.2;1999
1904 Skinnskatteberg;män;2004;421.4;2016
1904 Skinnskatteberg;män;2005;425.6;1985
1904 Skinnskatteberg;män;2006;432.1;1977
1904 Skinnskatteberg;män;2007;449.2;1984
1904 Skinnskatteberg;män;2008;463.1;1999
1904 Skinnskatteberg;män;2009;459.8;1994
1904 Skinnskatteberg;män;2010;460.6;1944
1904 Skinnskatteberg;män;2011;478.2;1970
1904 Skinnskatteberg;män;2012;488.1;1954
1904 Skinnskatteberg;män;2013;502.1;1958
1904 Skinnskatteberg;män;2014;510.3;1951
1904 Skinnskatteberg;män;2015;513.6;1957
1904 Skinnskatteberg;män;2016;530.9;1917
1904 Skinnskatteberg;män;2017;546.0;1912
1904 Skinnskatteberg;män;2018;563.3;1918
1904 Skinnskatteberg;män;2019;569.2;1926
1904 Skinnskatteberg;kvinnor;1991;189.4;2063
1904 Skinnskatteberg;kvinnor;1992;202.0;2073
1904 Skinnskatteberg;kvinnor;1993;208.3;2065
1904 Skinnskatteberg;kvinnor;1994;213.9;2024
1904 Skinnskatteberg;kvinnor;1995;223.0;2046
1904 Skinnskatteberg;kvinnor;1996;229.5;2019
1904 Skinnskatteberg;kvinnor;1997;233.1;1991
1904 Skinnskatteberg;kvinnor;1998;242.5;1974
1904 Skinnskatteberg;kvinnor;1999;249.3;1925
1904 Skinnskatteberg;kvinnor;2000;258.7;1930
1904 Skinnskatteberg;kvinnor;2001;273.8;1947
1904 Skinnskatteberg;kvinnor;2002;285.6;1938
1904 Skinnskatteberg;kvinnor;2003;304.9;1957
1904 Skinnskatteberg;kvinnor;2004;309.8;1974
1904 Skinnskatteberg;kvinnor;2005;314.2;1964
1904 Skinnskatteberg;kvinnor;2006;325.5;1976
1904 Skinnskatteberg;kvinnor;2007;329.8;1933
1904 Skinnskatteberg;kvinnor;2008;341.1;1910
1904 Skinnskatteberg;kvinnor;2009;341.3;1890
1904 Skinnskatteberg;kvinnor;2010;341.7;1866
1904 Skinnskatteberg;kvinnor;2011;350.7;1838
1904 Skinnskatteberg;kvinnor;2012;356.4;1812
1904 Skinnskatteberg;kvinnor;2013;364.5;1797
1904 Skinnskatteberg;kvinnor;2014;368.6;1801
1904 Skinnskatteberg;kvinnor;2015;377.6;1810
1904 Skinnskatteberg;kvinnor;2016;392.4;1789
1904 Skinnskatteberg;kvinnor;2017;410.4;1809
1904 Skinnskatteberg;kvinnor;2018;424.3;1811
1904 Skinnskatteberg;kvinnor;2019;424.8;1788
1907 Surahammar;män;1991;685.9;4560
1907 Surahammar;män;1992;703.9;4548
1907 Surahammar;män;1993;715.5;4503
1907 Surahammar;män;1994;731.7;4450
1907 Surahammar;män;1995;759.1;4400
1907 Surahammar;män;1996;774.7;4306
1907 Surahammar;män;1997;800.4;4292
1907 Surahammar;män;1998;823.9;4233
1907 Surahammar;män;1999;838.7;4173
1907 Surahammar;män;2000;861.6;4121
1907 Surahammar;män;2001;883.5;4105
1907 Surahammar;män;2002;911.8;4095
1907 Surahammar;män;2003;937.4;4138
1907 Surahammar;män;2004;962.4;4161
1907 Surahammar;män;2005;973.7;4169
1907 Surahammar;män;2006;991.0;4148
1907 Surahammar;män;2007;1036.0;4193
1907 Surahammar;män;2008;1068.2;4189
1907 Surahammar;män;2009;1059.1;4184
1907 Surahammar;män;2010;1079.3;4196
1907 Surahammar;män;2011;1122.6;4183
1907 Surahammar;män;2012;1151.6;4169
1907 Surahammar;män;2013;1152.0;4137
1907 Surahammar;män;2014;1175.7;4188
1907 Surahammar;män;2015;1209.6;4196
1907 Surahammar;män;2016;1233.5;4198
1907 Surahammar;män;2017;1279.1;4197
1907 Surahammar;män;2018;1311.9;4207
1907 Surahammar;män;2019;1343.7;4201
1907 Surahammar;kvinnor;1991;425.8;4331
1907 Surahammar;kvinnor;1992;443.8;4334
1907 Surahammar;kvinnor;1993;458.3;4346
1907 Surahammar;kvinnor;1994;476.7;4336
1907 Surahammar;kvinnor;1995;485.1;4247
1907 Surahammar;kvinnor;1996;498.1;4203
1907 Surahammar;kvinnor;1997;511.8;4180
1907 Surahammar;kvinnor;1998;533.9;4132
1907 Surahammar;kvinnor;1999;550.4;4068
1907 Surahammar;kvinnor;2000;565.7;4021
1907 Surahammar;kvinnor;2001;588.9;3990
1907 Surahammar;kvinnor;2002;608.5;4007
1907 Surahammar;kvinnor;2003;638.5;3999
1907 Surahammar;kvinnor;2004;655.5;4043
1907 Surahammar;kvinnor;2005;667.6;4051
1907 Surahammar;kvinnor;2006;682.8;4029
1907 Surahammar;kvinnor;2007;712.5;4058
1907 Surahammar;kvinnor;2008;736.0;4068
1907 Surahammar;kvinnor;2009;739.7;4049
1907 Surahammar;kvinnor;2010;748.2;4058
1907 Surahammar;kvinnor;2011;759.0;4009
1907 Surahammar;kvinnor;2012;780.8;3997
1907 Surahammar;kvinnor;2013;804.8;3982
1907 Surahammar;kvinnor;2014;821.8;4006
1907 Surahammar;kvinnor;2015;845.4;3991
1907 Surahammar;kvinnor;2016;881.9;4018
1907 Surahammar;kvinnor;2017;903.7;4004
1907 Surahammar;kvinnor;2018;926.7;4010
1907 Surahammar;kvinnor;2019;955.3;4033
1960 Kungsör;män;1991;509.0;3451
1960 Kungsör;män;1992;520.0;3486
1960 Kungsör;män;1993;530.4;3444
1960 Kungsör;män;1994;535.7;3395
1960 Kungsör;män;1995;565.2;3370
1960 Kungsör;män;1996;568.8;3311
1960 Kungsör;män;1997;586.2;3265
1960 Kungsör;män;1998;604.8;3240
1960 Kungsör;män;1999;621.1;3217
1960 Kungsör;män;2000;647.8;3238
1960 Kungsör;män;2001;675.4;3265
1960 Kungsör;män;2002;706.0;3287
1960 Kungsör;män;2003;721.1;3290
1960 Kungsör;män;2004;748.2;3319
1960 Kungsör;män;2005;777.7;3351
1960 Kungsör;män;2006;790.6;3338
1960 Kungsör;män;2007;826.3;3332
1960 Kungsör;män;2008;853.7;3342
1960 Kungsör;män;2009;846.6;3334
1960 Kungsör;män;2010;851.7;3357
1960 Kungsör;män;2011;884.2;3332
1960 Kungsör;män;2012;898.1;3322
1960 Kungsör;män;2013;916.9;3379
1960 Kungsör;män;2014;939.4;3430
1960 Kungsör;män;2015;962.7;3465
1960 Kungsör;män;2016;995.9;3513
1960 Kungsör;män;2017;1032.8;3577
1960 Kungsör;män;2018;1070.6;3561
1960 Kungsör;män;2019;1099.6;3580
1960 Kungsör;kvinnor;1991;318.3;3391
1960 Kungsör;kvinnor;1992;331.9;3393
1960 Kungsör;kvinnor;1993;347.1;3404
1960 Kungsör;kvinnor;1994;359.5;3364
1960 Kungsör;kvinnor;1995;370.2;3330
1960 Kungsör;kvinnor;1996;379.7;3305
1960 Kungsör;kvinnor;1997;395.7;3290
1960 Kungsör;kvinnor;1998;413.8;3276
1960 Kungsör;kvinnor;1999;436.5;3277
1960 Kungsör;kvinnor;2000;452.9;3253
1960 Kungsör;kvinnor;2001;475.3;3269
1960 Kungsör;kvinnor;2002;497.1;3284
1960 Kungsör;kvinnor;2003;526.0;3299
1960 Kungsör;kvinnor;2004;540.2;3327
1960 Kungsör;kvinnor;2005;560.4;3323
1960 Kungsör;kvinnor;2006;577.4;3309
1960 Kungsör;kvinnor;2007;596.9;3331
1960 Kungsör;kvinnor;2008;613.2;3332
1960 Kungsör;kvinnor;2009;626.2;3323
1960 Kungsör;kvinnor;2010;630.7;3322
1960 Kungsör;kvinnor;2011;656.4;3342
1960 Kungsör;kvinnor;2012;674.4;3314
1960 Kungsör;kvinnor;2013;683.4;3337
1960 Kungsör;kvinnor;2014;694.5;3351
1960 Kungsör;kvinnor;2015;722.9;3386
1960 Kungsör;kvinnor;2016;746.0;3375
1960 Kungsör;kvinnor;2017;772.9;3414
1960 Kungsör;kvinnor;2018;793.0;3432
1960 Kungsör;kvinnor;2019;812.3;3424
1961 Hallstahammar;män;1991;1007.6;6730
1961 Hallstahammar;män;1992;1024.9;6662
1961 Hallstahammar;män;1993;1024.3;6608
1961 Hallstahammar;män;1994;1027.8;6449
1961 Hallstahammar;män;1995;1063.7;6355
1961 Hallstahammar;män;1996;1081.2;6238
1961 Hallstahammar;män;1997;1105.4;6162
1961 Hallstahammar;män;1998;1133.2;6097
1961 Hallstahammar;män;1999;1153.9;6051
1961 Hallstahammar;män;2000;1181.6;6013
1961 Hallstahammar;män;2001;1221.3;6046
1961 Hallstahammar;män;2002;1259.7;6029
1961 Hallstahammar;män;2003;1297.3;6045
1961 Hallstahammar;män;2004;1326.5;6066
1961 Hallstahammar;män;2005;1350.9;6068
1961 Hallstahammar;män;2006;1401.6;6111
1961 Hallstahammar;män;2007;1465.6;6173
1961 Hallstahammar;män;2008;1522.6;6189
1961 Hallstahammar;män;2009;1504.8;6223
1961 Hallstahammar;män;2010;1529.4;6238
1961 Hallstahammar;män;2011;1604.0;6290
1961 Hallstahammar;män;2012;1667.3;6312
1961 Hallstahammar;män;2013;1700.8;6344
1961 Hallstahammar;män;2014;1745.5;6375
1961 Hallstahammar;män;2015;1793.9;6367
1961 Hallstahammar;män;2016;1878.7;6460
1961 Hallstahammar;män;2017;1961.3;6520
1961 Hallstahammar;män;2018;2026.8;6601
1961 Hallstahammar;män;2019;2089.0;6666
1961 Hallstahammar;kvinnor;1991;659.8;6653
1961 Hallstahammar;kvinnor;1992;679.7;6566
1961 Hallstahammar;kvinnor;1993;696.7;6546
1961 Hallstahammar;kvinnor;1994;709.9;6456
1961 Hallstahammar;kvinnor;1995;728.2;6404
1961 Hallstahammar;kvinnor;1996;747.2;6342
1961 Hallstahammar;kvinnor;1997;763.3;6333
1961 Hallstahammar;kvinnor;1998;786.9;6229
1961 Hallstahammar;kvinnor;1999;815.3;6148
1961 Hallstahammar;kvinnor;2000;834.6;6087
1961 Hallstahammar;kvinnor;2001;872.1;6076
1961 Hallstahammar;kvinnor;2002;904.1;6068
1961 Hallstahammar;kvinnor;2003;956.2;6082
1961 Hallstahammar;kvinnor;2004;982.9;6131
1961 Hallstahammar;kvinnor;2005;1001.4;6121
1961 Hallstahammar;kvinnor;2006;1031.1;6198
1961 Hallstahammar;kvinnor;2007;1066.0;6200
1961 Hallstahammar;kvinnor;2008;1109.0;6229
1961 Hallstahammar;kvinnor;2009;1137.3;6274
1961 Hallstahammar;kvinnor;2010;1156.8;6313
1961 Hallstahammar;kvinnor;2011;1191.7;6342
1961 Hallstahammar;kvinnor;2012;1241.5;6411
1961 Hallstahammar;kvinnor;2013;1286.2;6424
1961 Hallstahammar;kvinnor;2014;1325.5;6452
1961 Hallstahammar;kvinnor;2015;1376.5;6450
1961 Hallstahammar;kvinnor;2016;1447.1;6490
1961 Hallstahammar;kvinnor;2017;1493.8;6523
1961 Hallstahammar;kvinnor;2018;1536.2;6558
1961 Hallstahammar;kvinnor;2019;1585.4;6591
1962 Norberg;män;1991;384.0;2625
1962 Norberg;män;1992;390.8;2611
1962 Norberg;män;1993;398.5;2620
1962 Norberg;män;1994;410.5;2594
1962 Norberg;män;1995;425.6;2556
1962 Norberg;män;1996;429.5;2521
1962 Norberg;män;1997;448.5;2532
1962 Norberg;män;1998;453.1;2483
1962 Norberg;män;1999;456.7;2464
1962 Norberg;män;2000;466.6;2417
1962 Norberg;män;2001;484.1;2431
1962 Norberg;män;2002;502.5;2415
1962 Norberg;män;2003;517.8;2431
1962 Norberg;män;2004;535.2;2458
1962 Norberg;män;2005;550.3;2445
1962 Norberg;män;2006;556.1;2424
1962 Norberg;män;2007;579.1;2419
1962 Norberg;män;2008;606.4;2415
1962 Norberg;män;2009;598.9;2424
1962 Norberg;män;2010;600.1;2418
1962 Norberg;män;2011;619.3;2410
1962 Norberg;män;2012;640.2;2403
1962 Norberg;män;2013;650.6;2390
1962 Norberg;män;2014;659.9;2473
1962 Norberg;män;2015;678.7;2483
1962 Norberg;män;2016;710.1;2497
1962 Norberg;män;2017;730.8;2480
1962 Norberg;män;2018;750.1;2454
1962 Norberg;män;2019;748.0;2418
1962 Norberg;kvinnor;1991;256.3;2663
1962 Norberg;kvinnor;1992;267.1;2649
1962 Norberg;kvinnor;1993;272.1;2609
1962 Norberg;kvinnor;1994;281.8;2588
1962 Norberg;kvinnor;1995;284.1;2549
1962 Norberg;kvinnor;1996;289.8;2522
1962 Norberg;kvinnor;1997;297.8;2510
1962 Norberg;kvinnor;1998;303.7;2433
1962 Norberg;kvinnor;1999;310.3;2414
1962 Norberg;kvinnor;2000;314.2;2368
1962 Norberg;kvinnor;2001;327.5;2375
1962 Norberg;kvinnor;2002;339.6;2364
1962 Norberg;kvinnor;2003;363.4;2406
1962 Norberg;kvinnor;2004;375.6;2412
1962 Norberg;kvinnor;2005;379.1;2382
1962 Norberg;kvinnor;2006;388.2;2382
1962 Norberg;kvinnor;2007;400.5;2389
1962 Norberg;kvinnor;2008;418.8;2383
1962 Norberg;kvinnor;2009;425.9;2393
1962 Norberg;kvinnor;2010;435.9;2422
1962 Norberg;kvinnor;2011;443.9;2402
1962 Norberg;kvinnor;2012;458.8;2348
1962 Norberg;kvinnor;2013;463.3;2326
1962 Norberg;kvinnor;2014;471.2;2336
1962 Norberg;kvinnor;2015;501.5;2359
1962 Norberg;kvinnor;2016;521.3;2341
1962 Norberg;kvinnor;2017;536.5;2347
1962 Norberg;kvinnor;2018;553.8;2336
1962 Norberg;kvinnor;2019;556.4;2298
1980 Västerås;män;1991;7938.3;48321
1980 Västerås;män;1992;8111.7;48343
1980 Västerås;män;1993;8273.6;48468
1980 Västerås;män;1994;8573.0;48807
1980 Västerås;män;1995;8955.2;49111
1980 Västerås;män;1996;9341.1;49245
1980 Västerås;män;1997;9543.9;49301
1980 Västerås;män;1998;9951.6;49655
1980 Västerås;män;1999;10367.6;49758
1980 Västerås;män;2000;10933.1;49964
1980 Västerås;män;2001;11548.2;50577
1980 Västerås;män;2002;12030.5;51108
1980 Västerås;män;2003;12421.5;51504
1980 Västerås;män;2004;12717.0;52119
1980 Västerås;män;2005;13186.6;52682
1980 Västerås;män;2006;13636.2;53294
1980 Västerås;män;2007;14415.4;53841
1980 Västerås;män;2008;15073.1;54443
1980 Västerås;män;2009;15325.3;54996
1980 Västerås;män;2010;15635.0;55654
1980 Västerås;män;2011;16369.0;56297
1980 Västerås;män;2012;17154.4;56973
1980 Västerås;män;2013;17703.9;57567
1980 Västerås;män;2014;18167.5;58133
1980 Västerås;män;2015;18749.8;58669
1980 Västerås;män;2016;19457.5;59563
1980 Västerås;män;2017;20254.8;60568
1980 Västerås;män;2018;21087.2;61291
1980 Västerås;män;2019;21770.2;62163
1980 Västerås;kvinnor;1991;5145.2;49922
1980 Västerås;kvinnor;1992;5361.1;50120
1980 Västerås;kvinnor;1993;5551.0;50150
1980 Västerås;kvinnor;1994;5770.5;50523
1980 Västerås;kvinnor;1995;5965.1;50686
1980 Västerås;kvinnor;1996;6184.7;50856
1980 Västerås;kvinnor;1997;6376.4;50848
1980 Västerås;kvinnor;1998;6689.8;51087
1980 Västerås;kvinnor;1999;7070.6;51402
1980 Västerås;kvinnor;2000;7409.6;51800
1980 Västerås;kvinnor;2001;7844.7;52421
1980 Västerås;kvinnor;2002;8274.7;52875
1980 Västerås;kvinnor;2003;8741.2;53419
1980 Västerås;kvinnor;2004;9061.9;53911
1980 Västerås;kvinnor;2005;9352.9;54390
1980 Västerås;kvinnor;2006;9740.8;54988
1980 Västerås;kvinnor;2007;10162.2;55378
1980 Västerås;kvinnor;2008;10706.8;55868
1980 Västerås;kvinnor;2009;11092.6;56572
1980 Västerås;kvinnor;2010;11344.7;57142
1980 Västerås;kvinnor;2011;11820.0;57814
1980 Västerås;kvinnor;2012;12426.0;58487
1980 Västerås;kvinnor;2013;12924.0;58993
1980 Västerås;kvinnor;2014;13428.3;59394
1980 Västerås;kvinnor;2015;14007.9;59779
1980 Västerås;kvinnor;2016;14705.6;60403
1980 Västerås;kvinnor;2017;15352.5;61154
1980 Västerås;kvinnor;2018;15944.5;61762
1980 Västerås;kvinnor;2019;16522.5;62588
1981 Sala;män;1991;1219.5;8639
1981 Sala;män;1992;1246.2;8711
1981 Sala;män;1993;1275.8;8700
1981 Sala;män;1994;1298.4;8718
1981 Sala;män;1995;1329.5;8636
1981 Sala;män;1996;1383.5;8654
1981 Sala;män;1997;1400.8;8596
1981 Sala;män;1998;1444.1;8570
1981 Sala;män;1999;1490.2;8439
1981 Sala;män;2000;1573.4;8472
1981 Sala;män;2001;1639.6;8460
1981 Sala;män;2002;1700.5;8520
1981 Sala;män;2003;1763.7;8614
1981 Sala;män;2004;1794.8;8630
1981 Sala;män;2005;1853.9;8613
1981 Sala;män;2006;1904.9;8700
1981 Sala;män;2007;2008.3;8746
1981 Sala;män;2008;2108.8;8832
1981 Sala;män;2009;2135.0;8884
1981 Sala;män;2010;2190.1;8890
1981 Sala;män;2011;2257.7;8892
1981 Sala;män;2012;2320.6;8895
1981 Sala;män;2013;2389.8;8978
1981 Sala;män;2014;2434.8;9025
1981 Sala;män;2015;2516.6;9074
1981 Sala;män;2016;2619.5;9178
1981 Sala;män;2017;2729.1;9268
1981 Sala;män;2018;2825.7;9314
1981 Sala;män;2019;2904.7;9399
1981 Sala;kvinnor;1991;834.9;8895
1981 Sala;kvinnor;1992;875.7;8910
1981 Sala;kvinnor;1993;910.4;8930
1981 Sala;kvinnor;1994;939.0;8875
1981 Sala;kvinnor;1995;957.4;8844
1981 Sala;kvinnor;1996;987.9;8838
1981 Sala;kvinnor;1997;1010.3;8807
1981 Sala;kvinnor;1998;1048.3;8759
1981 Sala;kvinnor;1999;1097.4;8735
1981 Sala;kvinnor;2000;1146.5;8741
1981 Sala;kvinnor;2001;1205.6;8788
1981 Sala;kvinnor;2002;1265.5;8897
1981 Sala;kvinnor;2003;1346.7;8926
1981 Sala;kvinnor;2004;1373.1;8866
1981 Sala;kvinnor;2005;1400.0;8894
1981 Sala;kvinnor;2006;1443.6;8899
1981 Sala;kvinnor;2007;1514.7;8988
1981 Sala;kvinnor;2008;1575.3;8953
1981 Sala;kvinnor;2009;1626.2;9037
1981 Sala;kvinnor;2010;1652.2;9044
1981 Sala;kvinnor;2011;1699.9;9087
1981 Sala;kvinnor;2012;1768.7;9084
1981 Sala;kvinnor;2013;1836.2;9089
1981 Sala;kvinnor;2014;1895.6;9133
1981 Sala;kvinnor;2015;1968.2;9189
1981 Sala;kvinnor;2016;2062.4;9229
1981 Sala;kvinnor;2017;2133.3;9278
1981 Sala;kvinnor;2018;2198.5;9326
1981 Sala;kvinnor;2019;2241.8;9340
1982 Fagersta;män;1991;855.0;5587
1982 Fagersta;män;1992;862.5;5552
1982 Fagersta;män;1993;878.5;5529
1982 Fagersta;män;1994;909.7;5505
1982 Fagersta;män;1995;961.6;5388
1982 Fagersta;män;1996;980.0;5349
1982 Fagersta;män;1997;983.2;5246
1982 Fagersta;män;1998;1015.9;5174
1982 Fagersta;män;1999;1032.7;5105
1982 Fagersta;män;2000;1061.1;5069
1982 Fagersta;män;2001;1093.8;5035
1982 Fagersta;män;2002;1129.6;5039
1982 Fagersta;män;2003;1162.2;5085
1982 Fagersta;män;2004;1179.9;5040
1982 Fagersta;män;2005;1223.5;5052
1982 Fagersta;män;2006;1245.3;5045
1982 Fagersta;män;2007;1297.8;5075
1982 Fagersta;män;2008;1352.3;5115
1982 Fagersta;män;2009;1327.9;5118
1982 Fagersta;män;2010;1342.8;5196
1982 Fagersta;män;2011;1407.5;5240
1982 Fagersta;män;2012;1453.4;5241
1982 Fagersta;män;2013;1473.9;5304
1982 Fagersta;män;2014;1501.9;5431
1982 Fagersta;män;2015;1538.7;5463
1982 Fagersta;män;2016;1591.1;5512
1982 Fagersta;män;2017;1656.9;5513
1982 Fagersta;män;2018;1704.0;5508
1982 Fagersta;män;2019;1745.4;5472
1982 Fagersta;kvinnor;1991;573.3;5772
1982 Fagersta;kvinnor;1992;599.3;5744
1982 Fagersta;kvinnor;1993;619.1;5729
1982 Fagersta;kvinnor;1994;633.4;5645
1982 Fagersta;kvinnor;1995;651.7;5584
1982 Fagersta;kvinnor;1996;668.1;5558
1982 Fagersta;kvinnor;1997;680.1;5458
1982 Fagersta;kvinnor;1998;699.7;5351
1982 Fagersta;kvinnor;1999;719.1;5260
1982 Fagersta;kvinnor;2000;735.6;5189
1982 Fagersta;kvinnor;2001;759.5;5152
1982 Fagersta;kvinnor;2002;796.4;5175
1982 Fagersta;kvinnor;2003;834.8;5164
1982 Fagersta;kvinnor;2004;858.6;5155
1982 Fagersta;kvinnor;2005;885.5;5169
1982 Fagersta;kvinnor;2006;907.4;5161
1982 Fagersta;kvinnor;2007;936.2;5153
1982 Fagersta;kvinnor;2008;976.2;5194
1982 Fagersta;kvinnor;2009;974.1;5179
1982 Fagersta;kvinnor;2010;994.9;5239
1982 Fagersta;kvinnor;2011;1029.1;5253
1982 Fagersta;kvinnor;2012;1066.4;5239
1982 Fagersta;kvinnor;2013;1092.1;5249
1982 Fagersta;kvinnor;2014;1117.7;5284
1982 Fagersta;kvinnor;2015;1159.5;5337
1982 Fagersta;kvinnor;2016;1198.8;5373
1982 Fagersta;kvinnor;2017;1227.3;5344
1982 Fagersta;kvinnor;2018;1263.4;5370
1982 Fagersta;kvinnor;2019;1286.6;5315
1983 Köping;män;1991;1543.6;10625
1983 Köping;män;1992;1558.8;10543
1983 Köping;män;1993;1582.1;10509
1983 Köping;män;1994;1624.9;10483
1983 Köping;män;1995;1698.6;10387
1983 Köping;män;1996;1714.5;10278
1983 Köping;män;1997;1737.9;10188
1983 Köping;män;1998;1811.3;10079
1983 Köping;män;1999;1852.0;9958
1983 Köping;män;2000;1930.6;9933
1983 Köping;män;2001;2013.4;9970
1983 Köping;män;2002;2098.8;9983
1983 Köping;män;2003;2172.9;10008
1983 Köping;män;2004;2272.8;10108
1983 Köping;män;2005;2323.1;10177
