"Antal personer efter region, utländsk/svensk bakgrund och år"

"region","utländsk/svensk bakgrund","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"1498 Tidaholm","svensk bakgrund",11662,11598,11550,11531,11587,11533,11530,11467,11387,11338,11282,11282,11178,11138,11151,11123,11073,11052,11023
"1499 Falköping","utländsk bakgrund",2291,2420,2566,2662,2806,2966,3164,3380,3586,3824,3951,4408,4759,5150,5568,5899,6175,6501,6594
"1499 Falköping","svensk bakgrund",28605,28561,28582,28523,28434,28345,28185,28039,27927,27865,27738,27580,27426,27361,27238,27178,26980,26745,26644
"1715 Kil","utländsk bakgrund",758,774,767,781,809,812,804,825,855,863,917,925,970,969,983,1025,1078,1150,1163
"1715 Kil","svensk bakgrund",11134,11117,11077,11032,10994,10936,10870,10892,10851,10819,10865,10885,10915,10833,10817,10885,10884,10937,10952
"1730 Eda","utländsk bakgrund",1794,1884,1915,1970,2067,2094,2182,2199,2223,2228,2284,2282,2339,2401,2480,2624,2671,2718,2750
"1730 Eda","svensk bakgrund",6876,6778,6731,6631,6603,6555,6471,6378,6301,6232,6212,6144,6114,6104,6046,5994,5904,5846,5800
"1737 Torsby","utländsk bakgrund",901,932,918,971,1071,1121,1185,1219,1274,1302,1323,1348,1467,1523,1893,1714,1653,1713,1721
"1737 Torsby","svensk bakgrund",12503,12379,12168,11989,11875,11757,11522,11289,11140,11010,10896,10665,10525,10387,10276,10176,10066,9903,9828
"1760 Storfors","utländsk bakgrund",678,680,690,714,754,766,768,789,794,791,774,831,909,865,925,959,915,834,816
"1760 Storfors","svensk bakgrund",3927,3879,3879,3828,3772,3729,3615,3574,3479,3427,3376,3300,3197,3167,3121,3164,3140,3180,3174
"1761 Hammarö","utländsk bakgrund",995,984,1003,999,1012,1041,1079,1097,1102,1117,1149,1166,1155,1178,1229,1415,1502,1479,1481
"1761 Hammarö","svensk bakgrund",13242,13323,13387,13375,13477,13506,13576,13736,13824,13826,13912,13970,14101,14242,14496,14759,14981,15089,15187
"1762 Munkfors","utländsk bakgrund",217,225,233,258,271,282,297,304,312,308,336,357,385,434,557,588,625,608,608
"1762 Munkfors","svensk bakgrund",3869,3850,3806,3737,3665,3598,3517,3489,3459,3394,3306,3299,3271,3229,3181,3175,3164,3132,3117
"1763 Forshaga","utländsk bakgrund",691,726,753,794,806,805,834,824,818,845,889,920,1000,1048,1152,1218,1271,1241,1244
"1763 Forshaga","svensk bakgrund",10783,10726,10707,10721,10660,10639,10581,10577,10448,10384,10422,10372,10379,10331,10299,10291,10247,10258,10280
"1764 Grums","utländsk bakgrund",753,781,801,831,818,820,844,846,889,861,876,911,987,1019,1161,1167,1174,1225,1255
"1764 Grums","svensk bakgrund",8559,8598,8622,8577,8514,8482,8406,8296,8202,8156,8063,8014,7971,7926,7902,7844,7842,7822,7788
"1765 Årjäng","utländsk bakgrund",1457,1508,1579,1637,1710,1772,1883,1887,1911,1945,2005,2160,2125,2235,2340,2391,2481,2572,2542
"1765 Årjäng","svensk bakgrund",8286,8229,8220,8163,8111,8105,8069,8028,7944,7882,7859,7793,7679,7634,7618,7557,7530,7498,7454
"1766 Sunne","utländsk bakgrund",648,688,698,749,787,849,871,867,881,904,918,942,1095,1289,1552,1527,1526,1542,1548
"1766 Sunne","svensk bakgrund",12925,12898,12906,12837,12804,12717,12602,12478,12374,12238,12184,12069,12004,11919,11873,11804,11735,11764,11787
"1780 Karlstad","utländsk bakgrund",7691,7986,8287,8534,9078,9516,9826,10411,10937,11142,11454,11907,12355,12937,13822,14713,15552,16550,17199
"1780 Karlstad","svensk bakgrund",73243,73357,73481,73562,73800,74125,74168,74325,74816,75267,75475,75879,75995,76308,76376,76407,76945,77348,77629
"1781 Kristinehamn","utländsk bakgrund",1984,2072,2169,2231,2289,2380,2468,2564,2635,2682,2859,3135,3416,3714,4166,4254,4152,4239,4260
"1781 Kristinehamn","svensk bakgrund",21979,21874,21821,21668,21559,21526,21490,21399,21173,21016,20870,20814,20698,20556,20505,20396,20184,20016,19930
"1782 Filipstad","utländsk bakgrund",961,998,1028,1066,1109,1107,1164,1211,1281,1337,1471,1614,1740,1917,2351,2285,2467,2390,2340
"1782 Filipstad","svensk bakgrund",10217,10123,10053,9951,9843,9675,9518,9415,9281,9177,9078,8949,8873,8708,8609,8498,8370,8254,8163
"1783 Hagfors","utländsk bakgrund",855,871,900,984,1024,1111,1142,1202,1210,1236,1300,1436,1457,1517,1709,1739,1824,1868,1858
"1783 Hagfors","svensk bakgrund",12942,12777,12596,12353,12103,11882,11662,11434,11270,11046,10870,10635,10464,10307,10208,10043,9874,9738,9659
"1784 Arvika","utländsk bakgrund",2317,2416,2524,2593,2711,2879,2974,3006,3077,3107,3150,3226,3350,3478,3734,3821,3894,3928,3963
"1784 Arvika","svensk bakgrund",23945,23886,23751,23672,23420,23371,23202,23094,22957,22800,22679,22591,22421,22363,22320,22239,22188,22117,21969
"1785 Säffle","utländsk bakgrund",924,1004,1024,1126,1158,1214,1263,1273,1323,1386,1446,1587,1826,2037,2418,2622,2673,2648,2634
"1785 Säffle","svensk bakgrund",15365,15240,15053,14954,14815,14654,14521,14329,14224,14008,13862,13689,13508,13329,13215,13105,12970,12807,12786
"1814 Lekeberg","utländsk bakgrund",321,328,335,337,344,323,315,335,333,328,348,355,379,415,468,564,650,701,742
"1814 Lekeberg","svensk bakgrund",6706,6712,6726,6744,6752,6774,6796,6788,6801,6895,6950,6934,6984,7077,7168,7304,7466,7533,7730
"1860 Laxå","utländsk bakgrund",898,886,858,819,814,770,758,741,726,740,782,869,1017,1085,1164,1160,1195,1220,1221
"1860 Laxå","svensk bakgrund",5573,5480,5409,5317,5232,5152,5112,5045,4960,4882,4770,4711,4647,4571,4545,4483,4442,4463,4438
"1861 Hallsberg","utländsk bakgrund",1381,1441,1434,1490,1576,1638,1691,1743,1812,1889,1960,1990,2107,2331,2587,2964,3119,3211,3288
"1861 Hallsberg","svensk bakgrund",14270,14148,13967,13825,13711,13630,13565,13492,13463,13359,13323,13277,13208,13178,13062,12968,12835,12721,12702
"1862 Degerfors","utländsk bakgrund",1154,1142,1144,1187,1220,1258,1294,1295,1329,1333,1365,1383,1479,1565,1721,1815,1878,1913,1904
"1862 Degerfors","svensk bakgrund",9152,9039,8962,8906,8794,8645,8545,8414,8312,8218,8112,8117,8052,7978,7888,7853,7787,7753,7727
"1863 Hällefors","utländsk bakgrund",1189,1200,1248,1260,1281,1277,1324,1357,1347,1344,1339,1398,1438,1601,1782,1858,1825,1868,1822
"1863 Hällefors","svensk bakgrund",6605,6512,6440,6367,6258,6198,6037,5976,5873,5796,5649,5584,5498,5431,5356,5251,5158,5145,5074
"1864 Ljusnarsberg","utländsk bakgrund",611,628,633,643,663,711,733,745,724,733,771,877,989,1067,1226,1230,1147,1111,1039
"1864 Ljusnarsberg","svensk bakgrund",4871,4787,4756,4674,4580,4477,4396,4310,4207,4137,4077,3998,3924,3861,3780,3712,3699,3660,3635
"1880 Örebro","utländsk bakgrund",20107,20690,21162,21793,22901,24046,25333,26541,27650,28412,29528,30584,31806,32899,34588,36768,38845,40744,41621
"1880 Örebro","svensk bakgrund",105413,105598,105820,105940,106076,106383,106944,107465,107810,108709,109424,110015,110812,111301,112043,113523,114522,114952,114760
"1881 Kumla","utländsk bakgrund",1864,1956,1986,2066,2227,2300,2410,2478,2597,2654,2812,2891,3025,3104,3281,3437,3609,3696,3806
"1881 Kumla","svensk bakgrund",17241,17323,17397,17407,17416,17552,17747,17736,17859,17856,17926,18013,17991,18050,18053,18069,18031,18042,18056
"1882 Askersund","utländsk bakgrund",624,670,687,676,696,693,711,726,719,728,748,858,881,971,1140,1109,1167,1216,1255
"1882 Askersund","svensk bakgrund",10825,10869,10790,10785,10774,10701,10675,10581,10559,10406,10263,10238,10238,10180,10142,10066,10146,10161,10216
"1883 Karlskoga","utländsk bakgrund",4115,4135,4207,4229,4376,4427,4442,4503,4568,4694,4846,5103,5472,5783,6230,6343,6500,6618,6638
"1883 Karlskoga","svensk bakgrund",26485,26397,26136,25956,25783,25561,25430,25239,25100,24922,24785,24625,24582,24500,24308,24070,23919,23763,23625
"1884 Nora","utländsk bakgrund",917,974,1010,1027,1074,1123,1159,1207,1223,1268,1298,1340,1371,1524,1749,1823,1873,1867,1853
"1884 Nora","svensk bakgrund",9598,9578,9513,9445,9408,9324,9216,9136,9224,9161,9058,9059,8981,8978,8916,8924,8864,8859,8833
"1885 Lindesberg","utländsk bakgrund",2357,2398,2450,2525,2642,2748,2822,2943,3144,3318,3395,3726,3883,4234,4543,4663,4721,4747,4767
"1885 Lindesberg","svensk bakgrund",21135,21044,20850,20703,20432,20356,20277,20086,19890,19790,19584,19450,19386,19328,19201,18950,18854,18841,18891
"1904 Skinnskatteberg","utländsk bakgrund",845,863,843,830,839,842,844,845,833,849,863,943,986,1058,1040,1036,1018,1033,1012
"1904 Skinnskatteberg","svensk bakgrund",3940,3994,3986,3931,3913,3844,3778,3722,3612,3563,3529,3468,3448,3414,3389,3395,3411,3360,3354
"1907 Surahammar","utländsk bakgrund",2470,2478,2484,2456,2452,2471,2444,2438,2469,2504,2520,2523,2596,2661,2712,2731,2746,2741,2743
"1907 Surahammar","svensk bakgrund",7737,7722,7765,7740,7657,7651,7618,7542,7480,7367,7370,7311,7322,7324,7347,7306,7342,7365,7349
"1960 Kungsör","utländsk bakgrund",1157,1157,1182,1172,1194,1252,1258,1242,1246,1240,1297,1456,1562,1679,1832,2037,2149,2189,2206
"1960 Kungsör","svensk bakgrund",7065,7078,7105,7131,7017,6967,6912,6874,6843,6846,6733,6719,6707,6664,6600,6566,6518,6486,6539
"1961 Hallstahammar","utländsk bakgrund",3218,3325,3376,3258,3313,3364,3391,3439,3460,3500,3636,3784,3852,3953,4060,4129,4328,4464,4496
"1961 Hallstahammar","svensk bakgrund",11768,11714,11662,11697,11729,11676,11623,11688,11715,11724,11710,11740,11744,11692,11783,11869,11858,11882,11904
"1962 Norberg","utländsk bakgrund",708,719,731,737,776,761,740,760,746,760,763,834,954,1049,1093,1124,1141,1102,1155
"1962 Norberg","svensk bakgrund",5168,5211,5218,5129,5067,5027,5009,4970,4977,4965,4867,4774,4765,4754,4702,4672,4654,4588,4574
"1980 Västerås","utländsk bakgrund",26148,26727,27429,28164,29159,30104,31095,32248,33182,34108,35157,36476,37948,39101,41294,43625,45525,47481,49157
"1980 Västerås","svensk bakgrund",102754,103260,103585,103770,103761,103624,103589,103688,104025,104601,105342,105655,105754,106117,106126,106509,106553,106568,106394
"1981 Sala","utländsk bakgrund",2111,2155,2110,2142,2165,2228,2329,2444,2505,2553,2650,2848,3036,3254,3505,3831,4105,4201,4293
"1981 Sala","svensk bakgrund",19552,19587,19444,19304,19195,19184,19036,19055,19030,19015,18946,18921,18889,18855,18848,18800,18711,18693,18574
"1982 Fagersta","utländsk bakgrund",2661,2713,2675,2732,2822,2897,2985,3042,3232,3343,3492,3772,4096,4294,4543,4571,4671,4689,4665
"1982 Fagersta","svensk bakgrund",9664,9621,9556,9538,9380,9286,9282,9207,9211,9210,9142,9100,9037,8992,8902,8844,8793,8702,8602
"1983 Köping","utländsk bakgrund",4540,4547,4633,4689,4774,4838,5046,5251,5387,5507,5659,6073,6319,6567,6954,7220,7528,7604,7650
"1983 Köping","svensk bakgrund",20107,20038,20044,19957,19885,19808,19694,19596,19518,19300,19195,19164,19057,18990,18996,18896,18740,18610,18435
"1984 Arboga","utländsk bakgrund",1300,1314,1368,1391,1461,1489,1544,1603,1610,1686,1789,1924,2105,2365,2475,2535,2688,2708,2687
"1984 Arboga","svensk bakgrund",12274,12200,12038,11989,11930,11880,11757,11699,11675,11616,11564,11569,11526,11493,11428,11399,11450,11379,11352
"2021 Vansbro","utländsk bakgrund",306,313,326,331,338,341,336,350,373,401,409,446,454,522,690,683,667,689,738
"2021 Vansbro","svensk bakgrund",6929,6851,6796,6730,6645,6618,6580,6526,6432,6417,6370,6284,6240,6193,6194,6154,6140,6116,6063
"2023 Malung-Sälen","utländsk bakgrund",610,627,654,694,781,806,831,873,936,920,976,984,1004,1082,1238,1272,1302,1371,1432
"2023 Malung-Sälen","svensk bakgrund",9983,9911,9903,9819,9737,9622,9554,9535,9420,9342,9202,9077,8965,8954,8853,8842,8804,8767,8745
"2026 Gagnef","utländsk bakgrund",765,770,775,769,792,784,799,823,835,841,850,852,876,904,949,975,1030,1044,1023
"2026 Gagnef","svensk bakgrund",9243,9289,9316,9362,9288,9327,9308,9248,9262,9228,9162,9171,9148,9175,9226,9266,9241,9260,9355
"2029 Leksand","utländsk bakgrund",787,814,846,849,871,913,937,977,1031,1048,1105,1187,1269,1340,1571,1611,1716,1741,1751
"2029 Leksand","svensk bakgrund",14514,14605,14658,14591,14579,14425,14351,14326,14258,14190,14041,13970,13983,13986,13936,14029,14088,14066,14050
"2031 Rättvik","utländsk bakgrund",440,453,460,500,524,530,551,562,581,609,628,641,654,706,822,813,859,879,923
"2031 Rättvik","svensk bakgrund",10458,10374,10404,10386,10360,10353,10299,10235,10230,10250,10171,10125,10094,10053,10034,10024,10048,10071,10124
"2034 Orsa","utländsk bakgrund",330,357,374,400,447,530,548,562,582,601,621,660,702,767,908,968,988,1006,983
"2034 Orsa","svensk bakgrund",6685,6696,6657,6620,6579,6561,6442,6372,6340,6266,6214,6189,6110,5983,5953,5919,5904,5905,5894
"2039 Älvdalen","utländsk bakgrund",249,252,265,282,307,325,366,403,415,452,473,478,503,552,592,623,684,690,694
"2039 Älvdalen","svensk bakgrund",7368,7318,7250,7163,7112,7037,6921,6885,6792,6732,6666,6618,6549,6483,6447,6445,6437,6341,6339
"2061 Smedjebacken","utländsk bakgrund",1109,1111,1086,1087,1127,1156,1163,1244,1283,1288,1307,1359,1423,1490,1604,1611,1630,1616,1559
"2061 Smedjebacken","svensk bakgrund",10048,9901,9837,9725,9588,9559,9571,9514,9432,9374,9343,9332,9289,9300,9305,9283,9267,9278,9295
"2062 Mora","utländsk bakgrund",874,964,1003,1042,1063,1108,1223,1295,1320,1370,1444,1457,1517,1644,1782,1899,1974,2060,2104
"2062 Mora","svensk bakgrund",19150,19129,19080,19170,19096,19035,18930,18851,18833,18737,18638,18541,18489,18457,18497,18470,18416,18410,18388
"2080 Falun","utländsk bakgrund",4153,4272,4382,4543,4725,4816,4979,5278,5511,5654,5861,6065,6260,6500,6988,7519,7851,8105,8141
"2080 Falun","svensk bakgrund",50688,50738,50612,50731,50542,50404,50318,50407,50533,50470,50571,50702,50636,50562,50697,50821,51072,51301,51387
"2081 Borlänge","utländsk bakgrund",5378,5587,5724,5971,6399,6827,7313,7922,8484,8601,8893,9559,10337,10911,11693,12224,12643,13079,13116
"2081 Borlänge","svensk bakgrund",41671,41332,41264,41016,41000,40929,40872,40759,40767,40722,40589,40464,40378,40077,39911,39740,39581,39511,39278
"2082 Säter","utländsk bakgrund",578,569,561,572,611,663,680,713,689,716,759,817,814,872,904,954,965,1023,1056
"2082 Säter","svensk bakgrund",10465,10472,10419,10417,10380,10337,10277,10187,10151,10145,10092,10056,10072,10137,10182,10206,10158,10070,10105
"2083 Hedemora","utländsk bakgrund",1454,1491,1495,1532,1584,1634,1641,1642,1682,1756,1870,1908,2081,2301,2615,2791,2769,2826,2825
"2083 Hedemora","svensk bakgrund",14130,14064,14011,13962,13796,13667,13618,13553,13482,13363,13194,13113,13004,12934,12846,12775,12688,12665,12637
"2084 Avesta","utländsk bakgrund",2417,2463,2472,2458,2577,2596,2707,2756,2743,2767,2911,3197,3675,4467,4947,5137,5255,5303,5271
"2084 Avesta","svensk bakgrund",19879,19786,19630,19496,19386,19290,19230,19006,18840,18719,18556,18385,18347,18314,18214,18119,18068,17875,17796
"2085 Ludvika","utländsk bakgrund",2704,2742,2751,2724,2799,2938,3123,3352,3605,3612,3803,4040,4451,5009,5726,5929,6168,6261,6190
"2085 Ludvika","svensk bakgrund",23271,23269,23031,22813,22678,22487,22399,22298,22205,21974,21836,21672,21579,21353,21207,21063,20778,20637,20414
"2101 Ockelbo","utländsk bakgrund",271,263,270,286,298,302,422,447,478,525,544,577,634,780,862,928,958,966,959
"2101 Ockelbo","svensk bakgrund",5830,5728,5777,5765,5740,5683,5605,5535,5458,5382,5306,5208,5131,5069,4994,4968,4948,4942,4925
"2104 Hofors","utländsk bakgrund",1287,1317,1300,1316,1365,1404,1418,1479,1486,1445,1479,1491,1532,1591,1697,1793,1804,1824,1850
"2104 Hofors","svensk bakgrund",9085,9021,8937,8881,8726,8635,8478,8394,8255,8133,8042,8020,7899,7844,7867,7867,7798,7764,7720
"2121 Ovanåker","utländsk bakgrund",320,333,344,367,412,453,441,489,524,558,579,643,811,963,1113,1113,1217,1260,1279
"2121 Ovanåker","svensk bakgrund",11873,11718,11641,11506,11404,11342,11206,11041,10916,10846,10813,10711,10621,10506,10518,10496,10467,10410,10393
"2132 Nordanstig","utländsk bakgrund",386,385,393,397,419,514,587,608,649,702,767,786,859,904,959,969,1020,1010,1010
"2132 Nordanstig","svensk bakgrund",9635,9586,9479,9450,9391,9299,9149,9038,8962,8831,8766,8705,8634,8586,8552,8512,8497,8467,8473
"2161 Ljusdal","utländsk bakgrund",790,953,1004,1028,1026,1081,1230,1321,1376,1431,1542,1718,1902,2101,2212,2285,2370,2328,2301
"2161 Ljusdal","svensk bakgrund",18986,18818,18588,18356,18217,18094,17903,17756,17689,17543,17338,17213,17047,16926,16855,16743,16663,16621,16566
"2180 Gävle","utländsk bakgrund",9733,10048,10389,10692,11100,11572,12211,13054,13693,13881,14569,15692,16951,17492,18389,19265,19981,20947,21565
"2180 Gävle","svensk bakgrund",81543,81653,81692,81513,81316,81109,81298,81298,81362,81547,81601,81544,81363,81385,81399,81338,81474,81471,81339
"2181 Sandviken","utländsk bakgrund",3075,3239,3302,3382,3602,3856,4170,4477,4605,4938,5174,5574,6165,6872,7630,8129,8343,8595,8765
"2181 Sandviken","svensk bakgrund",33690,33578,33533,33308,33146,32948,32709,32501,32311,32057,31915,31676,31668,31442,31319,31130,30865,30639,30525
"2182 Söderhamn","utländsk bakgrund",1575,1599,1633,1676,1788,1920,2069,2164,2195,2229,2349,2703,2951,3347,3809,3846,3957,4112,4143
"2182 Söderhamn","svensk bakgrund",25675,25357,25098,24830,24469,24200,23918,23595,23452,23105,22874,22739,22505,22438,22183,21936,21764,21531,21349
"2183 Bollnäs","utländsk bakgrund",1285,1304,1325,1336,1463,1587,1700,1881,2023,2079,2189,2439,2852,3244,3672,3846,3919,3955,3935
"2183 Bollnäs","svensk bakgrund",24925,24909,24924,24901,24815,24630,24489,24294,24225,24114,23969,23702,23542,23350,23257,23072,23072,22933,22874
"2184 Hudiksvall","utländsk bakgrund",2106,2181,2216,2320,2419,2484,2598,2754,2895,3006,3153,3337,3532,3641,3982,4070,4256,4427,4488
"2184 Hudiksvall","svensk bakgrund",34942,34876,34754,34684,34537,34443,34307,34094,33954,33778,33668,33492,33392,33334,33317,33331,33174,33180,33043
"2260 Ånge","utländsk bakgrund",433,443,493,515,553,589,616,620,640,654,676,703,739,783,881,933,944,908,860
"2260 Ånge","svensk bakgrund",10515,10454,10328,10177,10051,9853,9707,9528,9413,9185,8963,8845,8745,8710,8614,8547,8467,8408,8366
"2262 Timrå","utländsk bakgrund",1145,1212,1258,1263,1396,1443,1538,1635,1708,1815,1870,1970,1981,2039,2108,2174,2195,2200,2262
"2262 Timrå","svensk bakgrund",16639,16642,16601,16484,16474,16441,16442,16267,16282,16211,16127,16092,16044,15948,15884,15856,15865,15779,15701
"2280 Härnösand","utländsk bakgrund",1484,1628,1774,1887,1927,2021,2081,2207,2250,2364,2449,2767,3153,3670,4096,4298,4374,4452,4449
"2280 Härnösand","svensk bakgrund",23709,23644,23499,23340,23153,22901,22635,22468,22361,22177,21949,21742,21602,21396,21173,20892,20746,20731,20665
"2281 Sundsvall","utländsk bakgrund",6941,7103,7357,7547,7953,8226,8622,9211,9631,10013,10515,11065,11629,12066,12796,13364,13766,14355,14665
"2281 Sundsvall","svensk bakgrund",86311,86204,86350,86497,86563,86349,86333,86322,86101,86100,86172,85913,85709,85567,85529,85446,85084,85094,84774
"2282 Kramfors","utländsk bakgrund",1091,1139,1152,1208,1281,1391,1455,1504,1560,1652,1701,1874,2042,2227,2654,2737,2810,2897,2898
"2282 Kramfors","svensk bakgrund",19620,19369,19231,18899,18535,18272,18018,17710,17351,17090,16815,16576,16393,16132,16027,15873,15613,15385,15235
"2283 Sollefteå","utländsk bakgrund",1063,1133,1164,1197,1277,1321,1460,1534,1601,1664,1761,1923,2202,2444,2794,2924,2912,2725,2649
"2283 Sollefteå","svensk bakgrund",20321,20184,20043,19779,19572,19358,19078,18908,18654,18300,17975,17700,17574,17339,17052,16785,16588,16415,16223
"2284 Örnsköldsvik","utländsk bakgrund",2753,2883,2973,3066,3330,3485,3678,3827,3960,4063,4231,4343,4588,5048,5575,6052,6207,6446,6442
"2284 Örnsköldsvik","svensk bakgrund",52294,52067,51972,51877,51913,51799,51709,51301,51113,50867,50777,50643,50660,50528,50389,50087,49882,49552,49365
"2303 Ragunda","utländsk bakgrund",291,293,295,299,321,335,349,355,410,419,482,544,586,616,729,799,732,712,664
"2303 Ragunda","svensk bakgrund",5788,5655,5599,5497,5485,5412,5332,5254,5180,5082,4984,4914,4854,4771,4686,4645,4611,4572,4544
"2305 Bräcke","utländsk bakgrund",379,402,426,443,511,517,556,576,625,645,701,700,738,824,918,956,908,876,852
"2305 Bräcke","svensk bakgrund",7027,6957,6856,6749,6691,6592,6453,6289,6260,6105,5954,5859,5725,5631,5574,5545,5468,5422,5329
"2309 Krokom","utländsk bakgrund",598,625,651,671,734,786,802,805,856,894,930,1059,1049,1168,1262,1323,1289,1319,1320
"2309 Krokom","svensk bakgrund",13407,13463,13475,13459,13536,13518,13522,13655,13679,13665,13660,13584,13599,13617,13581,13602,13569,13647,13734
"2313 Strömsund","utländsk bakgrund",532,572,618,608,712,843,895,946,1025,1160,1254,1279,1334,1321,1517,1591,1576,1596,1552
"2313 Strömsund","svensk bakgrund",12839,12695,12494,12323,12070,11836,11637,11340,11160,11011,10884,10705,10539,10391,10292,10200,10127,10009,9936
"2321 Åre","utländsk bakgrund",554,570,590,595,618,666,717,738,760,786,846,935,1048,1190,1485,1623,1703,1723,1772
"2321 Åre","svensk bakgrund",9138,9122,9231,9371,9403,9461,9542,9540,9514,9473,9560,9485,9507,9487,9603,9645,9826,10004,10277
"2326 Berg","utländsk bakgrund",192,210,227,241,278,318,323,360,412,478,464,526,557,593,732,773,731,712,719
"2326 Berg","svensk bakgrund",7757,7655,7552,7455,7314,7268,7210,7087,6940,6867,6751,6634,6510,6439,6349,6349,6366,6349,6401
"2361 Härjedalen","utländsk bakgrund",574,532,528,568,602,659,718,748,773,787,814,975,986,1073,1155,1269,1294,1297,1290
"2361 Härjedalen","svensk bakgrund",10715,10533,10423,10321,10162,10040,9927,9837,9681,9554,9432,9306,9238,9189,9045,8885,8853,8793,8780
"2380 Östersund","utländsk bakgrund",2966,3116,3256,3414,3549,3665,3829,4006,4212,4280,4395,4893,5277,5597,6056,6591,7008,7508,7688
"2380 Östersund","svensk bakgrund",55190,55245,55203,55014,55034,55021,55085,55130,55204,55093,55090,55063,55218,55469,55689,56010,56219,56271,56297
"2401 Nordmaling","utländsk bakgrund",287,312,308,316,319,339,369,382,426,464,491,523,600,648,706,723,767,788,759
"2401 Nordmaling","svensk bakgrund",7286,7304,7203,7154,7107,7051,6907,6823,6672,6584,6548,6483,6485,6412,6426,6380,6351,6355,6349
"2403 Bjurholm","utländsk bakgrund",76,77,92,98,114,148,158,178,190,209,227,246,262,286,296,305,323,309,284
"2403 Bjurholm","svensk bakgrund",2532,2498,2496,2455,2427,2401,2358,2322,2270,2222,2194,2190,2189,2167,2158,2146,2127,2099,2103
"2404 Vindeln","utländsk bakgrund",221,225,235,248,253,290,337,332,354,370,401,422,491,502,568,617,665,693,716
"2404 Vindeln","svensk bakgrund",5739,5660,5538,5504,5412,5350,5276,5187,5153,5064,4958,4922,4892,4869,4845,4795,4771,4730,4769
"2409 Robertsfors","utländsk bakgrund",337,336,357,361,362,375,396,409,455,490,510,529,575,631,677,703,719,750,771
"2409 Robertsfors","svensk bakgrund",6831,6746,6749,6705,6634,6534,6504,6471,6376,6272,6207,6209,6149,6140,6107,6081,6043,5997,5977
"2417 Norsjö","utländsk bakgrund",138,139,148,157,169,165,207,258,301,303,333,366,403,423,427,450,468,446,439
"2417 Norsjö","svensk bakgrund",4403,4339,4335,4309,4268,4215,4156,4103,4003,3934,3839,3809,3777,3753,3698,3636,3626,3540,3506
"2418 Malå","utländsk bakgrund",127,124,135,135,134,135,173,190,189,195,198,208,234,261,268,330,363,365,363
"2418 Malå","svensk bakgrund",3426,3374,3329,3286,3214,3203,3196,3105,3085,3035,2998,2947,2881,2848,2832,2803,2759,2703,2661
"2421 Storuman","utländsk bakgrund",227,238,242,255,257,270,285,293,292,297,340,381,412,450,486,551,597,602,635
"2421 Storuman","svensk bakgrund",6452,6357,6312,6252,6175,6113,6019,5934,5828,5729,5666,5573,5543,5493,5413,5351,5315,5250,5191
"2422 Sorsele","utländsk bakgrund",93,103,138,140,156,196,181,250,280,335,343,289,316,313,345,339,338,330,311
"2422 Sorsele","svensk bakgrund",2953,2878,2819,2765,2711,2615,2552,2493,2456,2394,2330,2306,2249,2203,2190,2177,2184,2159,2131
"2425 Dorotea","utländsk bakgrund",165,197,133,138,162,166,174,184,215,238,220,218,244,276,281,269,230,222,207
"2425 Dorotea","svensk bakgrund",3082,3029,3023,2944,2907,2827,2740,2716,2663,2624,2574,2539,2513,2464,2438,2377,2338,2329,2291
"2460 Vännäs","utländsk bakgrund",341,330,345,350,347,378,423,457,482,501,540,591,632,665,728,797,826,853,916
"2460 Vännäs","svensk bakgrund",8138,8183,8180,8062,8089,7973,7934,7900,7932,7964,7982,7992,7984,7928,7967,7979,7959,8019,8081
"2462 Vilhelmina","utländsk bakgrund",243,234,244,248,253,295,336,364,443,462,493,522,581,606,626,659,642,628,598
"2462 Vilhelmina","svensk bakgrund",7412,7354,7178,7079,7027,6925,6884,6792,6692,6586,6448,6365,6267,6223,6179,6128,6110,6040,5941
"2463 Åsele","utländsk bakgrund",117,122,138,148,157,215,224,236,237,241,284,287,305,344,403,370,388,383,404
"2463 Åsele","svensk bakgrund",3382,3288,3237,3174,3114,3050,2956,2897,2802,2766,2674,2588,2533,2488,2472,2439,2431,2411,2401
"2480 Umeå","utländsk bakgrund",10031,10328,10803,11162,11416,11632,12089,12803,13517,13811,14033,14551,15145,15461,16551,17875,18939,19943,20493
"2480 Umeå","svensk bakgrund",96494,97589,98587,99596,99819,100139,100639,101272,101956,102654,103261,103798,104468,105316,106341,107205,108180,108958,109731
"2481 Lycksele","utländsk bakgrund",761,815,820,781,802,796,850,885,964,1007,1069,1116,1188,1240,1331,1449,1540,1583,1621
"2481 Lycksele","svensk bakgrund",12123,12005,11965,11920,11810,11707,11627,11542,11412,11336,11282,11154,11020,10937,10856,10808,10688,10662,10703
"2482 Skellefteå","utländsk bakgrund",3192,3393,3582,3713,4019,4289,4416,4569,4706,4897,5200,5544,5879,6172,6611,7129,7278,7466,7653
"2482 Skellefteå","svensk bakgrund",68621,68379,68204,68197,67947,67801,67446,67201,66935,66683,66574,66444,66145,65859,65655,65594,65189,65123,65187
"2505 Arvidsjaur","utländsk bakgrund",207,226,224,221,250,288,316,356,395,431,458,495,548,578,617,673,652,647,620
"2505 Arvidsjaur","svensk bakgrund",6810,6722,6670,6593,6541,6463,6349,6266,6134,6063,6009,5976,5936,5893,5825,5767,5682,5573,5525
