Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Behörighet till gymnasieskolan, fr.o.m. 2011
Valt läsår: 2018/19

Inför nya gymnasieskolan 2011 skärptes kraven för behörighet att söka till gymnasiet. Det innebär för att en elev ska vara behörig till
gymnasieskolans nationella program krävs 8 godkända betyg för yrkesprogram och 12 godkända betyg för högskoleförberedande program.
Det finns dessutom 3 olika behörighetskrav beroende på vilket högskoleförberedande program.

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Kön;Antal elever;Andel elever (%) behöriga till yrkesprogram;Andel elever (%) behöriga till estetiskt program;Andel elever (%) behöriga till Ekonomi-, humanistiska och samhällsvetenskaps- program;Andel elever (%) behöriga till Naturvetenskapligt och tekniskt program;Andel elever (%) ej behöriga;
Sunne;1766;Värmlands län;17;Samtliga;Samtliga;144;79,9;79,9;79,9;79,9;20,1;
Sunne;1766;Värmlands län;17;Kommunal;Samtliga;144;79,9;79,9;79,9;79,9;20,1;
Surahammar;1907;Västmanlands län;19;Samtliga;Samtliga;112;82,1;80,4;77,7;75,0;17,9;
Surahammar;1907;Västmanlands län;19;Kommunal;Samtliga;112;82,1;80,4;77,7;75,0;17,9;
Svalöv;1214;Skåne län;12;Samtliga;Samtliga;162;84,6;80,2;77,2;73,5;15,4;
Svalöv;1214;Skåne län;12;Kommunal;Samtliga;120;86,7;81,7;78,3;75,8;13,3;
Svalöv;1214;Skåne län;12;Enskild;Samtliga;42;78,6;76,2;73,8;66,7;..;
Svedala;1263;Skåne län;12;Samtliga;Samtliga;276;90,9;87,3;84,1;83,7;9,1;
Svedala;1263;Skåne län;12;Kommunal;Samtliga;276;90,9;87,3;84,1;83,7;9,1;
Svenljunga;1465;Västra Götalands län;14;Samtliga;Samtliga;112;68,8;67,0;59,8;59,8;31,3;
Svenljunga;1465;Västra Götalands län;14;Kommunal;Samtliga;112;68,8;67,0;59,8;59,8;31,3;
Säffle;1785;Värmlands län;17;Samtliga;Samtliga;151;90,1;89,4;88,7;85,4;9,9;
Säffle;1785;Värmlands län;17;Kommunal;Samtliga;151;90,1;89,4;88,7;85,4;9,9;
Säter;2082;Dalarnas län;20;Samtliga;Samtliga;89;85,4;82,0;75,3;80,9;14,6;
Säter;2082;Dalarnas län;20;Kommunal;Samtliga;89;85,4;82,0;75,3;80,9;14,6;
Sävsjö;0684;Jönköpings län;06;Samtliga;Samtliga;150;80,0;78,7;73,3;76,7;20,0;
Sävsjö;0684;Jönköpings län;06;Kommunal;Samtliga;136;77,9;76,5;71,3;74,3;22,1;
Sävsjö;0684;Jönköpings län;06;Enskild;Samtliga;14;100,0;100,0;~100;100,0;.;
Söderhamn;2182;Gävleborgs län;21;Samtliga;Samtliga;247;81,4;80,6;77,7;80,2;18,6;
Söderhamn;2182;Gävleborgs län;21;Kommunal;Samtliga;241;81,3;80,5;78,0;80,1;18,7;
Söderhamn;2182;Gävleborgs län;21;Enskild;Samtliga;..;..;..;..;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;Samtliga;161;90,1;88,8;87,6;87,0;9,9;
Söderköping;0582;Östergötlands län;05;Kommunal;Samtliga;149;91,3;89,9;89,3;87,9;8,7;
Söderköping;0582;Östergötlands län;05;Enskild;Samtliga;12;..;..;..;..;..;
Södertälje;0181;Stockholms län;01;Samtliga;Samtliga;1 177;82,8;81,1;79,4;78,8;17,2;
Södertälje;0181;Stockholms län;01;Kommunal;Samtliga;925;81,7;79,8;77,9;77,2;18,3;
Södertälje;0181;Stockholms län;01;Enskild;Samtliga;252;86,9;85,7;84,5;84,5;13,1;
Sölvesborg;1083;Blekinge län;10;Samtliga;Samtliga;189;79,9;77,8;74,6;72,5;20,1;
Sölvesborg;1083;Blekinge län;10;Kommunal;Samtliga;189;79,9;77,8;74,6;72,5;20,1;
Tanum;1435;Västra Götalands län;14;Samtliga;Samtliga;120;80,0;80,0;78,3;76,7;20,0;
Tanum;1435;Västra Götalands län;14;Kommunal;Samtliga;120;80,0;80,0;78,3;76,7;20,0;
Tibro;1472;Västra Götalands län;14;Samtliga;Samtliga;112;88,4;88,4;84,8;84,8;11,6;
Tibro;1472;Västra Götalands län;14;Kommunal;Samtliga;112;88,4;88,4;84,8;84,8;11,6;
Tidaholm;1498;Västra Götalands län;14;Samtliga;Samtliga;145;84,8;84,1;82,1;82,8;15,2;
Tidaholm;1498;Västra Götalands län;14;Kommunal;Samtliga;145;84,8;84,1;82,1;82,8;15,2;
Tierp;0360;Uppsala län;03;Samtliga;Samtliga;196;78,1;76,0;75,0;71,4;21,9;
Tierp;0360;Uppsala län;03;Kommunal;Samtliga;196;78,1;76,0;75,0;71,4;21,9;
Timrå;2262;Västernorrlands län;22;Samtliga;Samtliga;205;84,9;81,5;77,1;78,0;15,1;
Timrå;2262;Västernorrlands län;22;Kommunal;Samtliga;205;84,9;81,5;77,1;78,0;15,1;
Tingsryd;0763;Kronobergs län;07;Samtliga;Samtliga;143;80,4;77,6;75,5;76,9;19,6;
Tingsryd;0763;Kronobergs län;07;Kommunal;Samtliga;105;76,2;74,3;71,4;74,3;23,8;
Tingsryd;0763;Kronobergs län;07;Enskild;Samtliga;38;~100;86,8;86,8;84,2;..;
Tjörn;1419;Västra Götalands län;14;Samtliga;Samtliga;163;86,5;85,9;85,9;84,7;13,5;
Tjörn;1419;Västra Götalands län;14;Kommunal;Samtliga;163;86,5;85,9;85,9;84,7;13,5;
Tomelilla;1270;Skåne län;12;Samtliga;Samtliga;108;70,4;64,8;63,0;57,4;29,6;
Tomelilla;1270;Skåne län;12;Kommunal;Samtliga;108;70,4;64,8;63,0;57,4;29,6;
Torsby;1737;Värmlands län;17;Samtliga;Samtliga;112;83,0;82,1;82,1;79,5;17,0;
Torsby;1737;Värmlands län;17;Kommunal;Samtliga;112;83,0;82,1;82,1;79,5;17,0;
Torsås;0834;Kalmar län;08;Samtliga;Samtliga;78;74,4;74,4;71,8;52,6;25,6;
Torsås;0834;Kalmar län;08;Kommunal;Samtliga;78;74,4;74,4;71,8;52,6;25,6;
Tranemo;1452;Västra Götalands län;14;Samtliga;Samtliga;129;79,1;77,5;75,2;70,5;20,9;
Tranemo;1452;Västra Götalands län;14;Kommunal;Samtliga;129;79,1;77,5;75,2;70,5;20,9;
Tranås;0687;Jönköpings län;06;Samtliga;Samtliga;224;82,1;81,3;80,8;78,6;17,9;
Tranås;0687;Jönköpings län;06;Kommunal;Samtliga;224;82,1;81,3;80,8;78,6;17,9;
Trelleborg;1287;Skåne län;12;Samtliga;Samtliga;528;83,5;82,2;79,9;80,3;16,5;
Trelleborg;1287;Skåne län;12;Kommunal;Samtliga;466;83,5;82,2;79,8;80,3;16,5;
Trelleborg;1287;Skåne län;12;Enskild;Samtliga;62;83,9;82,3;80,6;80,6;16,1;
Trollhättan;1488;Västra Götalands län;14;Samtliga;Samtliga;729;83,3;83,1;82,2;78,2;16,7;
Trollhättan;1488;Västra Götalands län;14;Kommunal;Samtliga;614;81,8;81,6;80,5;76,2;18,2;
Trollhättan;1488;Västra Götalands län;14;Enskild;Samtliga;115;91,3;91,3;91,3;88,7;8,7;
Trosa;0488;Södermanlands län;04;Samtliga;Samtliga;145;88,3;86,2;84,1;85,5;11,7;
Trosa;0488;Södermanlands län;04;Kommunal;Samtliga;145;88,3;86,2;84,1;85,5;11,7;
Tyresö;0138;Stockholms län;01;Samtliga;Samtliga;649;88,0;87,7;87,1;84,4;12,0;
Tyresö;0138;Stockholms län;01;Kommunal;Samtliga;489;84,9;84,5;83,6;81,4;15,1;
Tyresö;0138;Stockholms län;01;Enskild;Samtliga;160;~100;~100;~100;93,8;..;
Täby;0160;Stockholms län;01;Samtliga;Samtliga;1 282;93,4;92,6;92,4;91,3;6,6;
Täby;0160;Stockholms län;01;Kommunal;Samtliga;522;93,5;93,3;93,1;92,1;6,5;
Täby;0160;Stockholms län;01;Enskild;Samtliga;760;93,4;92,1;91,8;90,8;6,6;
Töreboda;1473;Västra Götalands län;14;Samtliga;Samtliga;97;75,3;70,1;63,9;67,0;24,7;
Töreboda;1473;Västra Götalands län;14;Kommunal;Samtliga;97;75,3;70,1;63,9;67,0;24,7;
Uddevalla;1485;Västra Götalands län;14;Samtliga;Samtliga;629;82,2;80,4;79,5;75,4;17,8;
Uddevalla;1485;Västra Götalands län;14;Kommunal;Samtliga;528;81,3;79,4;78,6;73,9;18,8;
Uddevalla;1485;Västra Götalands län;14;Enskild;Samtliga;101;87,1;86,1;84,2;83,2;12,9;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;Samtliga;273;80,2;79,1;73,6;70,3;19,8;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;Samtliga;273;80,2;79,1;73,6;70,3;19,8;
Umeå;2480;Västerbottens län;24;Samtliga;Samtliga;1 309;89,0;87,9;86,7;86,5;11,0;
Umeå;2480;Västerbottens län;24;Kommunal;Samtliga;993;87,7;86,5;85,2;85,0;12,3;
Umeå;2480;Västerbottens län;24;Enskild;Samtliga;316;93,0;92,4;91,5;91,1;7,0;
Upplands Väsby;0114;Stockholms län;01;Samtliga;Samtliga;473;86,5;85,2;80,3;80,8;13,5;
Upplands Väsby;0114;Stockholms län;01;Kommunal;Samtliga;241;81,7;80,5;76,8;73,4;18,3;
Upplands Väsby;0114;Stockholms län;01;Enskild;Samtliga;232;91,4;90,1;84,1;88,4;8,6;
Upplands-Bro;0139;Stockholms län;01;Samtliga;Samtliga;336;86,3;85,7;84,5;84,5;13,7;
Upplands-Bro;0139;Stockholms län;01;Kommunal;Samtliga;312;86,5;85,9;84,9;84,6;13,5;
Upplands-Bro;0139;Stockholms län;01;Enskild;Samtliga;24;~100;~100;79,2;~100;..;
Uppsala;0380;Uppsala län;03;Samtliga;Samtliga;2 426;87,1;85,9;84,6;82,4;12,9;
Uppsala;0380;Uppsala län;03;Kommunal;Samtliga;1 598;84,2;82,7;81,1;78,3;15,8;
Uppsala;0380;Uppsala län;03;Enskild;Samtliga;828;92,8;92,1;91,3;90,3;7,2;
Uppvidinge;0760;Kronobergs län;07;Samtliga;Samtliga;128;70,3;70,3;64,8;67,2;29,7;
Uppvidinge;0760;Kronobergs län;07;Kommunal;Samtliga;128;70,3;70,3;64,8;67,2;29,7;
Vadstena;0584;Östergötlands län;05;Samtliga;Samtliga;93;93,5;92,5;91,4;90,3;..;
Vadstena;0584;Östergötlands län;05;Kommunal;Samtliga;93;93,5;92,5;91,4;90,3;..;
Vaggeryd;0665;Jönköpings län;06;Samtliga;Samtliga;179;79,3;76,5;75,4;72,6;20,7;
Vaggeryd;0665;Jönköpings län;06;Kommunal;Samtliga;179;79,3;76,5;75,4;72,6;20,7;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;Samtliga;59;81,4;76,3;74,6;69,5;18,6;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;Samtliga;59;81,4;76,3;74,6;69,5;18,6;
Vallentuna;0115;Stockholms län;01;Samtliga;Samtliga;381;90,0;88,5;88,2;85,8;10,0;
Vallentuna;0115;Stockholms län;01;Kommunal;Samtliga;272;89,3;87,1;86,8;83,8;10,7;
Vallentuna;0115;Stockholms län;01;Enskild;Samtliga;109;91,7;91,7;91,7;90,8;..;
Vansbro;2021;Dalarnas län;20;Samtliga;Samtliga;61;70,5;70,5;70,5;63,9;29,5;
Vansbro;2021;Dalarnas län;20;Kommunal;Samtliga;61;70,5;70,5;70,5;63,9;29,5;
Vara;1470;Västra Götalands län;14;Samtliga;Samtliga;191;81,7;81,2;80,6;78,0;18,3;
Vara;1470;Västra Götalands län;14;Kommunal;Samtliga;191;81,7;81,2;80,6;78,0;18,3;
Varberg;1383;Hallands län;13;Samtliga;Samtliga;730;88,6;87,8;85,9;87,3;11,4;
Varberg;1383;Hallands län;13;Kommunal;Samtliga;680;88,7;87,8;86,3;87,5;11,3;
Varberg;1383;Hallands län;13;Enskild;Samtliga;50;88,0;88,0;80,0;84,0;..;
Vaxholm;0187;Stockholms län;01;Samtliga;Samtliga;134;~100;96,3;95,5;92,5;..;
Vaxholm;0187;Stockholms län;01;Kommunal;Samtliga;134;~100;96,3;95,5;92,5;..;
Vellinge;1233;Skåne län;12;Samtliga;Samtliga;521;94,2;93,9;93,7;92,5;5,8;
Vellinge;1233;Skåne län;12;Kommunal;Samtliga;361;93,6;93,1;92,8;91,4;6,4;
Vellinge;1233;Skåne län;12;Enskild;Samtliga;160;95,6;95,6;95,6;95,0;..;
Vetlanda;0685;Jönköpings län;06;Samtliga;Samtliga;292;78,4;76,7;74,7;70,9;21,6;
Vetlanda;0685;Jönköpings län;06;Kommunal;Samtliga;280;78,9;77,1;75,0;71,1;21,1;
Vetlanda;0685;Jönköpings län;06;Enskild;Samtliga;12;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;Samtliga;80;83,8;82,5;82,5;82,5;16,3;
Vilhelmina;2462;Västerbottens län;24;Kommunal;Samtliga;73;83,6;82,2;82,2;82,2;16,4;
Vilhelmina;2462;Västerbottens län;24;Enskild;Samtliga;..;..;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;Samtliga;185;85,4;85,4;85,4;82,2;14,6;
Vimmerby;0884;Kalmar län;08;Kommunal;Samtliga;185;85,4;85,4;85,4;82,2;14,6;
Vindeln;2404;Västerbottens län;24;Samtliga;Samtliga;53;81,1;81,1;77,4;79,2;18,9;
Vindeln;2404;Västerbottens län;24;Kommunal;Samtliga;53;81,1;81,1;77,4;79,2;18,9;
Vingåker;0428;Södermanlands län;04;Samtliga;Samtliga;94;58,5;58,5;58,5;57,4;41,5;
Vingåker;0428;Södermanlands län;04;Kommunal;Samtliga;94;58,5;58,5;58,5;57,4;41,5;
Vårgårda;1442;Västra Götalands län;14;Samtliga;Samtliga;108;78,7;78,7;76,9;78,7;21,3;
Vårgårda;1442;Västra Götalands län;14;Kommunal;Samtliga;108;78,7;78,7;76,9;78,7;21,3;
Vänersborg;1487;Västra Götalands län;14;Samtliga;Samtliga;468;77,8;76,5;73,1;74,1;22,2;
Vänersborg;1487;Västra Götalands län;14;Kommunal;Samtliga;393;74,3;73,0;69,0;70,5;25,7;
Vänersborg;1487;Västra Götalands län;14;Enskild;Samtliga;75;~100;~100;~100;93,3;..;
Vännäs;2460;Västerbottens län;24;Samtliga;Samtliga;101;77,2;77,2;77,2;76,2;22,8;
Vännäs;2460;Västerbottens län;24;Kommunal;Samtliga;101;77,2;77,2;77,2;76,2;22,8;
Värmdö;0120;Stockholms län;01;Samtliga;Samtliga;496;90,3;90,1;88,9;89,1;9,7;
Värmdö;0120;Stockholms län;01;Kommunal;Samtliga;447;89,5;89,3;87,9;88,1;10,5;
Värmdö;0120;Stockholms län;01;Enskild;Samtliga;49;~100;~100;~100;~100;..;
Värnamo;0683;Jönköpings län;06;Samtliga;Samtliga;409;78,5;78,2;78,0;75,6;21,5;
Värnamo;0683;Jönköpings län;06;Kommunal;Samtliga;409;78,5;78,2;78,0;75,6;21,5;
Västervik;0883;Kalmar län;08;Samtliga;Samtliga;394;86,8;86,0;84,8;83,0;13,2;
Västervik;0883;Kalmar län;08;Kommunal;Samtliga;336;89,0;88,1;86,9;85,1;11,0;
Västervik;0883;Kalmar län;08;Enskild;Samtliga;58;74,1;74,1;72,4;70,7;25,9;
Västerås;1980;Västmanlands län;19;Samtliga;Samtliga;1 730;83,5;82,4;81,0;79,9;16,5;
Västerås;1980;Västmanlands län;19;Kommunal;Samtliga;1 072;78,4;77,3;76,1;74,2;21,6;
Västerås;1980;Västmanlands län;19;Enskild;Samtliga;658;91,9;90,7;89,1;89,4;8,1;
Växjö;0780;Kronobergs län;07;Samtliga;Samtliga;1 087;82,8;82,1;80,7;79,9;17,2;
Växjö;0780;Kronobergs län;07;Kommunal;Samtliga;882;80,4;79,5;77,9;77,4;19,6;
Växjö;0780;Kronobergs län;07;Enskild;Samtliga;205;93,2;93,2;92,7;90,7;6,8;
Ydre;0512;Östergötlands län;05;Samtliga;Samtliga;30;83,3;83,3;83,3;80,0;..;
Ydre;0512;Östergötlands län;05;Kommunal;Samtliga;30;83,3;83,3;83,3;80,0;..;
Ystad;1286;Skåne län;12;Samtliga;Samtliga;392;89,3;89,0;89,0;88,5;10,7;
Ystad;1286;Skåne län;12;Kommunal;Samtliga;301;88,7;88,7;88,7;88,4;11,3;
Ystad;1286;Skåne län;12;Enskild;Samtliga;91;91,2;90,1;90,1;89,0;..;
Åmål;1492;Västra Götalands län;14;Samtliga;Samtliga;134;82,8;82,1;79,9;76,9;17,2;
Åmål;1492;Västra Götalands län;14;Kommunal;Samtliga;134;82,8;82,1;79,9;76,9;17,2;
Ånge;2260;Västernorrlands län;22;Samtliga;Samtliga;92;76,1;75,0;72,8;72,8;23,9;
Ånge;2260;Västernorrlands län;22;Kommunal;Samtliga;79;74,7;73,4;70,9;70,9;25,3;
Ånge;2260;Västernorrlands län;22;Enskild;Samtliga;13;~100;~100;~100;~100;..;
Åre;2321;Jämtlands län;23;Samtliga;Samtliga;127;79,5;78,7;75,6;78,0;20,5;
Åre;2321;Jämtlands län;23;Kommunal;Samtliga;127;79,5;78,7;75,6;78,0;20,5;
Årjäng;1765;Värmlands län;17;Samtliga;Samtliga;110;84,5;82,7;82,7;81,8;15,5;
Årjäng;1765;Värmlands län;17;Kommunal;Samtliga;110;84,5;82,7;82,7;81,8;15,5;
Åsele;2463;Västerbottens län;24;Samtliga;Samtliga;34;~100;82,4;82,4;82,4;..;
Åsele;2463;Västerbottens län;24;Kommunal;Samtliga;34;~100;82,4;82,4;82,4;..;
Åstorp;1277;Skåne län;12;Samtliga;Samtliga;170;80,0;78,8;72,9;74,7;20,0;
Åstorp;1277;Skåne län;12;Kommunal;Samtliga;170;80,0;78,8;72,9;74,7;20,0;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;Samtliga;120;83,3;80,8;79,2;80,0;16,7;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;Samtliga;120;83,3;80,8;79,2;80,0;16,7;
Älmhult;0765;Kronobergs län;07;Samtliga;Samtliga;196;79,7;79,1;78,6;79,1;20,3;
Älmhult;0765;Kronobergs län;07;Kommunal;Samtliga;151;79,6;79,6;78,8;79,6;20,4;
Älmhult;0765;Kronobergs län;07;Enskild;Samtliga;45;80,0;77,8;77,8;77,8;..;
Älvdalen;2039;Dalarnas län;20;Samtliga;Samtliga;85;94,1;94,1;92,9;94,1;..;
Älvdalen;2039;Dalarnas län;20;Kommunal;Samtliga;85;94,1;94,1;92,9;94,1;..;
Älvkarleby;0319;Uppsala län;03;Samtliga;Samtliga;107;76,6;76,6;75,7;73,8;23,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;Samtliga;78;80,8;80,8;79,5;78,2;19,2;
Älvkarleby;0319;Uppsala län;03;Enskild;Samtliga;29;65,5;65,5;65,5;62,1;34,5;
Älvsbyn;2560;Norrbottens län;25;Samtliga;Samtliga;109;~100;~100;~100;~100;..;
Älvsbyn;2560;Norrbottens län;25;Kommunal;Samtliga;109;~100;~100;~100;~100;..;
Ängelholm;1292;Skåne län;12;Samtliga;Samtliga;487;82,5;81,9;80,7;79,7;17,5;
Ängelholm;1292;Skåne län;12;Kommunal;Samtliga;487;82,5;81,9;80,7;79,7;17,5;
Öckerö;1407;Västra Götalands län;14;Samtliga;Samtliga;161;95,0;93,8;93,8;93,2;..;
Öckerö;1407;Västra Götalands län;14;Kommunal;Samtliga;161;95,0;93,8;93,8;93,2;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;Samtliga;52;80,8;78,8;76,9;71,2;19,2;
Ödeshög;0509;Östergötlands län;05;Kommunal;Samtliga;52;80,8;78,8;76,9;71,2;19,2;
Örebro;1880;Örebro län;18;Samtliga;Samtliga;1 699;81,3;80,6;79,2;78,8;18,7;
Örebro;1880;Örebro län;18;Kommunal;Samtliga;1 272;77,6;76,9;75,2;74,9;22,4;
Örebro;1880;Örebro län;18;Enskild;Samtliga;427;92,5;91,6;91,3;90,2;7,5;
Örkelljunga;1257;Skåne län;12;Samtliga;Samtliga;108;68,5;68,5;66,7;64,8;31,5;
Örkelljunga;1257;Skåne län;12;Kommunal;Samtliga;100;70,0;70,0;68,0;66,0;30,0;
Örkelljunga;1257;Skåne län;12;Enskild;Samtliga;..;..;..;..;..;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;Samtliga;582;82,3;81,6;80,6;79,9;17,7;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;Samtliga;568;82,7;82,0;81,0;80,3;17,3;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;Samtliga;14;..;..;..;..;..;
Östersund;2380;Jämtlands län;23;Samtliga;Samtliga;663;87,8;87,2;86,0;85,8;12,2;
Östersund;2380;Jämtlands län;23;Kommunal;Samtliga;539;86,3;85,5;84,2;84,0;13,7;
Östersund;2380;Jämtlands län;23;Enskild;Samtliga;124;94,4;94,4;93,5;93,5;..;
Österåker;0117;Stockholms län;01;Samtliga;Samtliga;514;91,6;90,7;90,1;87,4;8,4;
Österåker;0117;Stockholms län;01;Kommunal;Samtliga;382;90,3;89,3;88,5;85,6;9,7;
Österåker;0117;Stockholms län;01;Enskild;Samtliga;132;95,5;94,7;94,7;92,4;..;
Östhammar;0382;Uppsala län;03;Samtliga;Samtliga;216;78,2;77,3;75,5;74,1;21,8;
Östhammar;0382;Uppsala län;03;Kommunal;Samtliga;216;78,2;77,3;75,5;74,1;21,8;
Östra Göinge;1256;Skåne län;12;Samtliga;Samtliga;196;77,0;76,0;74,5;73,5;23,0;
Östra Göinge;1256;Skåne län;12;Kommunal;Samtliga;174;78,2;77,6;75,9;74,7;21,8;
Östra Göinge;1256;Skåne län;12;Enskild;Samtliga;22;68,2;63,6;63,6;63,6;..;
Överkalix;2513;Norrbottens län;25;Samtliga;Samtliga;30;76,7;76,7;76,7;76,7;..;
Överkalix;2513;Norrbottens län;25;Kommunal;Samtliga;28;75,0;75,0;75,0;75,0;..;
Överkalix;2513;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;.;
Övertorneå;2518;Norrbottens län;25;Samtliga;Samtliga;49;81,6;81,6;81,6;79,6;..;
Övertorneå;2518;Norrbottens län;25;Kommunal;Samtliga;43;79,1;79,1;79,1;76,7;..;
Övertorneå;2518;Norrbottens län;25;Enskild;Samtliga;..;..;..;..;..;.;
Ale;1440;Västra Götalands län;14;Samtliga;Flickor;173;88,4;87,9;86,7;86,7;11,6;
Ale;1440;Västra Götalands län;14;Kommunal;Flickor;156;87,2;86,5;85,3;85,3;12,8;
Ale;1440;Västra Götalands län;14;Enskild;Flickor;..;100,0;100,0;100,0;100,0;.;
Alingsås;1489;Västra Götalands län;14;Samtliga;Flickor;252;88,5;87,7;87,7;85,7;11,5;
Alingsås;1489;Västra Götalands län;14;Kommunal;Flickor;201;87,1;86,6;86,6;84,6;12,9;
Alingsås;1489;Västra Götalands län;14;Enskild;Flickor;51;~100;~100;~100;90,2;..;
Alvesta;0764;Kronobergs län;07;Samtliga;Flickor;106;76,4;76,4;73,6;72,6;23,6;
Alvesta;0764;Kronobergs län;07;Kommunal;Flickor;106;76,4;76,4;73,6;72,6;23,6;
Aneby;0604;Jönköpings län;06;Samtliga;Flickor;31;74,2;74,2;74,2;74,2;..;
Aneby;0604;Jönköpings län;06;Kommunal;Flickor;31;74,2;74,2;74,2;74,2;..;
Aneby;0604;Jönköpings län;06;Enskild;Flickor;.;.;.;.;.;.;
Arboga;1984;Västmanlands län;19;Samtliga;Flickor;82;87,8;85,4;84,1;80,5;12,2;
Arboga;1984;Västmanlands län;19;Kommunal;Flickor;82;87,8;85,4;84,1;80,5;12,2;
Arjeplog;2506;Norrbottens län;25;Samtliga;Flickor;16;~100;~100;~100;~100;..;
Arjeplog;2506;Norrbottens län;25;Kommunal;Flickor;16;~100;~100;~100;~100;..;
Arvidsjaur;2505;Norrbottens län;25;Samtliga;Flickor;34;~100;~100;~100;~100;..;
Arvidsjaur;2505;Norrbottens län;25;Kommunal;Flickor;34;~100;~100;~100;~100;..;
Arvika;1784;Värmlands län;17;Samtliga;Flickor;140;88,6;87,9;87,9;85,7;11,4;
Arvika;1784;Värmlands län;17;Kommunal;Flickor;105;90,5;89,5;89,5;86,7;9,5;
Arvika;1784;Värmlands län;17;Enskild;Flickor;35;82,9;82,9;82,9;82,9;..;
Askersund;1882;Örebro län;18;Samtliga;Flickor;56;83,9;80,4;80,4;76,8;..;
Askersund;1882;Örebro län;18;Kommunal;Flickor;56;83,9;80,4;80,4;76,8;..;
Avesta;2084;Dalarnas län;20;Samtliga;Flickor;111;68,5;68,5;66,7;64,0;31,5;
Avesta;2084;Dalarnas län;20;Kommunal;Flickor;111;68,5;68,5;66,7;64,0;31,5;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;Flickor;53;71,7;71,7;71,7;71,7;28,3;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;Flickor;53;71,7;71,7;71,7;71,7;28,3;
Berg;2326;Jämtlands län;23;Samtliga;Flickor;45;84,4;84,4;84,4;84,4;..;
Berg;2326;Jämtlands län;23;Kommunal;Flickor;45;84,4;84,4;84,4;84,4;..;
Bjurholm;2403;Västerbottens län;24;Samtliga;Flickor;10;..;..;..;..;..;
Bjurholm;2403;Västerbottens län;24;Kommunal;Flickor;10;..;..;..;..;..;
Bjuv;1260;Skåne län;12;Samtliga;Flickor;92;83,7;82,6;80,4;81,5;16,3;
Bjuv;1260;Skåne län;12;Kommunal;Flickor;92;83,7;82,6;80,4;81,5;16,3;
Boden;2582;Norrbottens län;25;Samtliga;Flickor;140;87,1;87,1;85,7;85,7;12,9;
Boden;2582;Norrbottens län;25;Kommunal;Flickor;113;85,0;85,0;85,0;84,1;15,0;
Boden;2582;Norrbottens län;25;Enskild;Flickor;27;~100;~100;~100;~100;..;
Bollebygd;1443;Västra Götalands län;14;Samtliga;Flickor;64;90,6;87,5;87,5;84,4;..;
Bollebygd;1443;Västra Götalands län;14;Kommunal;Flickor;64;90,6;87,5;87,5;84,4;..;
Bollnäs;2183;Gävleborgs län;21;Samtliga;Flickor;159;86,2;84,9;83,6;84,9;13,8;
Bollnäs;2183;Gävleborgs län;21;Kommunal;Flickor;91;80,2;78,0;75,8;78,0;19,8;
Bollnäs;2183;Gävleborgs län;21;Enskild;Flickor;68;~100;~100;~100;~100;..;
Borgholm;0885;Kalmar län;08;Samtliga;Flickor;29;75,9;75,9;75,9;72,4;..;
Borgholm;0885;Kalmar län;08;Kommunal;Flickor;29;75,9;75,9;75,9;72,4;..;
Borlänge;2081;Dalarnas län;20;Samtliga;Flickor;361;71,7;70,9;68,7;67,0;28,3;
Borlänge;2081;Dalarnas län;20;Kommunal;Flickor;307;71,3;70,4;68,4;65,8;28,7;
Borlänge;2081;Dalarnas län;20;Enskild;Flickor;54;74,1;74,1;70,4;74,1;25,9;
Borås;1490;Västra Götalands län;14;Samtliga;Flickor;579;84,6;83,4;82,2;81,0;15,4;
Borås;1490;Västra Götalands län;14;Kommunal;Flickor;470;81,9;80,9;79,8;77,9;18,1;
Borås;1490;Västra Götalands län;14;Enskild;Flickor;109;~100;94,5;92,7;94,5;..;
Botkyrka;0127;Stockholms län;01;Samtliga;Flickor;480;84,4;82,7;79,8;80,0;15,6;
Botkyrka;0127;Stockholms län;01;Kommunal;Flickor;404;85,1;83,7;81,4;81,7;14,9;
Botkyrka;0127;Stockholms län;01;Enskild;Flickor;76;80,3;77,6;71,1;71,1;19,7;
Boxholm;0560;Östergötlands län;05;Samtliga;Flickor;30;83,3;83,3;83,3;83,3;..;
Boxholm;0560;Östergötlands län;05;Kommunal;Flickor;30;83,3;83,3;83,3;83,3;..;
Bromölla;1272;Skåne län;12;Samtliga;Flickor;61;80,3;80,3;78,7;78,7;19,7;
